xp yp zp xpRot ypRot xn yn zn xnRot ynRot
44.23919033510371 6.577222851495978 -13.467544978617887 -8.850278833189051 -43.84105822763155 -11.147440124578022 28.17200429871992 -0.32253323776506365 30.283682021724708 0.9087633053845217
44.086239396808125 10.692924728809976 -13.8626233755973 -13.295260294062007 -43.37247049825282 -16.24847705976993 25.65845449797093 -0.1532884982768695 30.357654383774456 0.8843722641589977
43.52563298026959 14.710019032386906 -14.129545190066816 -17.810582555511107 -42.351487993925794 -20.778998248224873 22.243554224239258 0.0213473885098581 30.42775941495659 0.8330244365713
42.57822324623538 18.596608082149825 -14.27092307639952 -22.308332559339412 -40.75631515960755 -24.58470417594699 18.052440083112536 0.19524504930762315 30.491399509676373 0.7568542227542228
41.264823763938374 22.323524080386157 -14.289649914075648 -26.69639204988284 -38.58015110332548 -27.53798235181773 13.235158876585139 0.36237775778050174 30.54628958429015 0.6588589607510702
39.60617735453894 25.86380774194145 -14.18883390760869 -30.881040088229668 -35.83220895535825 -29.541414813097788 7.961193295444135 0.5170148519799456 30.59054114886761 0.5427523066513675
37.62298925510423 29.1922619287609 -13.971760535587592 -34.76982294549595 -32.53823734233209 -30.530240720525427 2.4136721048562495 0.6538975618871623 30.622720440616153 0.412800555789433
35.33601145428585 32.28506964988651 -13.64187613156342 -38.274588156248946 -28.740482411834556 -30.473814627328572 -3.216569104811742 0.7683947666750234 30.641879992377962 0.2736517486177146
32.76616944809088 35.11946728353669 -13.202789596365823 -41.31456586004984 -24.497050646476048 -29.37611263370101 -8.736944968860417 0.856637177548576 30.64756528127674 0.13016599657389527
29.934726760282796 37.67346568722384 -12.658290116330168 -43.81937177187546 -19.88065744932463 -27.275337887130732 -13.958991527821803 0.9156289997703496 30.639799915443966 -0.012746470486346695
26.86348577751972 39.92561385217554 -12.012379899183085 -45.731802689648816 -14.976773095265358 -24.2426680168146 -18.70406637856516 0.9433363038425774 30.619054019148006 -0.15027521337047567
23.575026065738946 41.85480192197207 -11.269321925087024 -47.01029766225197 -9.881204968740107 -20.38017462739568 -22.808800309549802 0.9387512063653857 30.58620099664701 -0.27784527487712474
20.09298357468772 43.440102813611105 -10.433703614791028 -47.6309458661035 -4.6971818455422145 -15.817933395205134 -26.13021974054415 0.9019306285367921 30.542467699031967 -0.39123833894170446
16.442376139493383 44.66065450889074 -9.510518196391383 -47.588935682648355 0.46796887486386574 -10.710336809080317 -28.55044646861144 0.8340079868096515 30.489382264022197 -0.48670039995547043
12.64998251395444 45.49558855976507 -8.505266449867543 -46.8993579821784 5.506437765221597 -5.231623919500614 -29.980861206382215 0.7371758120553101 30.428722684847926 -0.5610376815029259
8.744783790619104 45.924014799684834 -7.424082450727841 -45.59729949175715 10.313712131204221 0.42934435872760307 -30.36559379967902 0.6146371350214951 30.362467677008286 -0.6117024996704883
4.758477317896398 45.925078114619424 -6.273887921694353 -43.73718839955402 14.79237158540669 6.075007837329403 -29.684180596940617 0.47052366027877063 30.29274986772061 -0.6368699923158818
0.7260737475761567 45.47811098234313 -5.062580790391257 -41.39138283852829 18.855746824870778 11.505628755423084 -27.953213968025107 0.3097794057409305 30.22180996040014 -0.6355052456678578
-3.31341306454226 44.56291607054609 -3.7992644172751806 -38.648022209918615 22.431285609800696 16.526259088837282 -25.22680675427969 0.13800970019770506 30.151949541871307 -0.607418565401975
-7.316177177878157 43.16022736018911 -2.4945244330110303 -35.6081898920698 25.463473582597086 20.95393712205545 -21.5957115873198 -0.03870276767765324 30.08547978178003 -0.5533047784512775
-11.232734996713914 41.25241690895547 -1.1607596852542665 -32.382462055849736 27.916167135517174 24.62483315321288 -17.18497630118651 -0.2140108363923465 30.024663535010117 -0.47476089281678213
-15.006962041757589 38.82453804070617 0.1874285103390174 -29.086939368662854 29.774210685771752 27.40100912968155 -12.15008411059979 -0.3815380260072459 29.971649320762346 -0.3742755840117429
-18.5751016661817 35.86582386527606 1.5327904415451428 -25.83887476649308 31.044230933387272 29.176421682714615 -6.671618798907479 -0.5351265935896996 29.92839722826925 -0.2551841539764039
-21.864847848218282 32.37178923328974 2.854939062661258 -22.75202020337011 31.754525445292163 29.8817929896915 -0.9486038974310362 -0.6690867709533256 29.896598785781467 -0.12158402447475813
-24.794689498167294 28.34710520333605 4.129854097106176 -19.931818679768625 31.953992001569315 29.488006822336118 4.809221030186308 -0.7784338773708271 29.877594923304134 0.021791518504604923
-27.273833387316873 23.809407270075138 5.329453481298068 -17.470568052060223 31.710079062180846 28.007760500034568 10.389819584465343 -0.8590995453171891 29.872297996157222 0.16973995940070097
-29.203202241703785 18.794122723637464 6.421366327458573 -15.442688528250535 31.105778259680925 25.495312908860072 15.587527401394707 -0.9081042069833581 29.881125050217367 0.3167910086948762
-30.478215804962296 13.360194359603017 7.369124756588666 -13.900253035976036 30.235730477632927 22.04430295842531 20.211485997239144 -0.923680282112096 29.903949805861142 0.45743321695112193
-30.99423185108003 7.596154244007687 8.133085961072252 -12.869014982880266 29.201582503481948 17.783755178960433 24.0933653776874 -0.905338962228009 29.940080059598618 0.5863527204448857
-30.65547787275012 1.6253042737123626 8.672456872825329 -12.345319426727206 28.106814580113696 12.872520764735173 27.093955189879168 -0.8538776705155329 29.988265375969654 0.6986690276076057
-29.387754466907893 -4.392127766428259 8.948729933421435 -12.294512686369725 27.051355912940647 7.492506077489222 29.10829975662596 -0.7713296318404532 30.046737282492842 0.7901523395261334
-27.153848823326797 -10.262664234186685 8.930523175696953 -12.651689629979183 26.12639532370315 1.841104430679282 30.069173238127913 -0.6608609444638124 30.11328105556174 0.8574081979787924
-23.968526562681888 -15.771552169891827 8.59918403356971 -13.32561905648703 25.409840617268667 -3.8767338332914214 29.948820061805012 -0.5266236382405679 30.18533504657879 0.8980180590294928
-19.908077297556154 -20.703318560049983 7.953737024877692 -14.206173211212713 24.962844064276872 -9.45638055717103 28.759005820849275 -0.3735751526627882 30.26011079301334 0.9106282667710524
-15.109383906347167 -24.867347080838606 7.013344042896211 -15.174473601181429 24.827681804697818 -14.701001354467277 26.549521881679183 -0.20727540564598518 30.334725251411022 0.8949842966315131
-9.756584910559493 -28.121446601445655 5.815970118631709 -16.11371646789966 25.02708232429533 -19.428338671349774 23.405355247172327 -0.03367227691256145 30.40633559966536 0.8519114833862282
-4.058494705457706 -30.386113189808327 4.413389240170688 -16.918144000719007 25.56489111318504 -23.476608955326878 19.44277189506593 0.1411148406962435 30.472267239917016 0.7832472559673302
1.7762554999538225 -31.645949604279025 2.8641622395133357 -17.49839906281655 26.427774030290646 -26.709396242744692 14.804569854031804 0.3110054394104648 30.530126791843827 0.691732816043352
7.55943787717991 -31.94001561114514 1.2267723231817644 -17.783062845498172 27.587540196476375 -29.01949209134911 9.654743982036667 0.4701561138238443 30.577893779065842 0.5808740265438477
13.135160584432985 -31.34626780221521 -0.44547845233565986 -17.717483176645537 29.003650435631684 -30.33168271054437 4.172775567456068 0.6131422336774338 30.61398708663207 0.4547819796557224
18.383644765322238 -29.965389542094705 -2.1072843124822853 -17.261427003930937 30.625579228073423 -30.604517087088706 -1.4522757248372704 0.7351201998621499 30.637304789511887 0.3180033795546682
23.21920360653455 -27.907386027952395 -3.7221827728988637 -16.386769391274647 32.39486687659087 -29.8311061863258 -7.027735632621531 0.8319685186101358 30.647238324346223 0.17534968659231875
27.585183130279248 -25.28213152203926 -5.262103233587957 -15.07584755194073 34.246858589064445 -28.039006009519362 -12.363223262082201 0.900406616130778 30.64366395356895 0.031732171252615515
31.44798611776148 -22.193607705051132 -6.7062571813219165 -13.32062273232475 36.11222873005344 -25.28923048151516 -17.276413402568622 0.9380906054273523 30.626915876538007 -0.10799210671281756
34.79142648754278 -18.736965827343564 -8.039822475537658 -11.12251650015494 37.918423914462934 -21.674428317737505 -21.598574490329916 0.9436851735969198 30.59774607939469 -0.23916056522476659
37.61196612374627 -14.997483751305147 -9.252680112467557 -8.492682923928887 39.5911461228152 -17.31624569237263 -25.17980366209687 0.916910476746302 30.55727606630434 -0.3574307597626305
39.91496073122661 -11.050664366429109 -10.338320387124586 -5.452470536666079 41.05595983729545 -12.361888005298391 -27.89387033637964 0.8585625274908537 30.506945035886172 -0.45889211773601524
41.711831343893984 -6.962945960781405 -11.292950877493146 -2.033861820232598 42.240062696573005 -6.979893231666254 -29.642561670172306 0.7705051691908715 30.448457978934503 -0.54016534550858
43.018001272793306 -2.792686647984988 -12.114796068574954 1.720277010814961 43.07421710520044 -1.355139526394586 -30.359400303854006 0.6556314941579718 30.383735749766018 -0.5984912982141487
43.85143010059147 1.4087764113613226 -12.803561281606068 5.756259290782716 43.49480488312996 4.3168667038492625 -30.012581442107933 0.5177926249784262 30.31486761288117 -0.6318105502857314
44.23159723259921 5.5961010863090666 -13.360029878643966 10.010038261416359 43.44593968508506 9.83633820657204 -28.606957999851815 0.36169227336858883 30.24406531597097 -0.6388336893405899
44.17881672269897 9.728999709384501 -13.785765162557768 14.408113473251346 42.88155254308014 15.006054575336663 -26.18489547788604 0.19274652409589837 30.1736166123886 -0.6191006657934324
43.71379320721919 13.771403423072154 -14.08289303688798 18.868900458614725 41.76735404939383 19.638514101041586 -22.825828706302282 0.016909911082882055 30.1058355443894 -0.5730256542620467
42.85735241211269 17.690733284133984 -14.253946419017296 23.304551718653524 40.08257188728027 23.56312922929797 -18.644385931285804 -0.15952897688114745 30.04300683936556 -0.5019221863580388
41.63029827692017 21.457271139873615 -14.301756817626764 27.623190167849614 37.82136412593036 26.633146110581468 -13.787004962766988 -0.3301765462904053 29.98732251801571 -0.4080021953988382
40.05336282315346 25.043619580308754 -14.229382152411189 31.731491749768608 34.99381640319847 28.731926001558755 -8.427050608839808 -0.4887793676832823 29.940810213710506 -0.29434243588718534
38.147225371715564 28.42423939735692 -14.040062823723265 35.537532463456664 31.626444240342302 29.778210717729696 -2.7585470283905993 -0.6294744199225987 29.905254588656632 -0.16481275735208056
35.93258545301709 31.57505361337595 -13.737200343825519 38.953797169604385 27.762139580645837 29.73001479754478 3.0112474094528783 -0.7470314946220986 29.882115330045984 -0.023962992281272744
33.430279486924405 34.47310853770157 -13.324354660246625 41.90023397666252 23.459522406199305 28.586847838324605 8.670086030647408 -0.837074001740576 29.87244716738509 0.12313140191645111
30.661435616521135 37.096284102815005 -12.805257781513491 44.307229408629304 18.791683012277822 26.39006948724038 14.009375624889119 -0.8962648857854141 29.876828797979545 0.2710607253606714
27.64766442415014 39.42304779084758 -12.183842607743609 46.11837652313681 13.844327072850202 23.221307600042934 18.83273671084255 -0.9224462333082495 29.895308216200114 0.4143010187368148
24.411286077598596 41.432248792054374 -11.464287113305334 47.292911105517454 8.713362559579071 19.199011862775663 22.96399814831284 -0.9147242800800865 29.92737150750314 0.5474505590512369
20.975597240012487 43.10295159987706 -10.651075212144292 47.80769981571329 3.501992936487767 14.473352147299622 26.254183520302377 -0.8734955377943812 29.971940656114988 0.6654682590332897
17.365184073068207 44.41431065765959 -9.749076260550147 47.65867682672764 -1.6825968656127301 9.219784928404389 28.587131136514728 -0.8004141249700205 30.027403483582315 0.7638984071663515
13.606289775826113 45.34548952800824 -8.763644514486922 46.86163899276327 -6.732854737062426 3.6316882947211853 29.8835042555561 -0.6983045260290829 30.09167581080731 0.8390669574764722
9.72724435136072 45.87563089635345 -7.700739231802551 45.452326342251475 -11.544644770932155 -2.087500683833923 30.103076418625495 -0.5710274071590166 30.162292752631906 0.8882369476340606
5.758962660550023 45.98389076221813 -6.567068704872103 43.48574475621285 -16.021044396503164 -7.73222266594863 29.245301262047217 -0.4233084424229541 30.23652316825168 0.909714218581632
1.7355190975637784 45.649560511274785 -5.3702659005735915 41.03472859779231 -20.075991888723024 -13.102429655911855 27.348282235498186 -0.26054121527569896 30.311499100019116 0.9028989036012582
-2.3051893771936514 44.85231049608956 -4.119104498963149 38.18777464954938 -23.63762936966365 -18.010609365322303 24.48633576176775 -0.08857523078875439 30.38435080954731 0.8682825753310208
-6.320682109315553 43.57259991289161 -2.8237625049816737 35.04620140915285 -26.651196076068274 -22.287976667912545 20.76638785473553 0.08650087119562905 30.45233787181255 0.8073949613990408
-10.26303423715252 41.79231412659743 -1.4961393028156222 31.720708967817362 -29.081334467114665 -25.789690434623072 16.323460682261377 0.2585723610510632 30.512967660116455 0.7227073624290643
-14.077930760401584 39.49571309211223 -0.15023047882194454 28.32743616516676 -30.9136838221767 -28.399026105201273 11.315497472112732 0.4217010087062186 30.56409426006275 0.6175020868728271
-17.70367575902705 36.67080201734832 1.1974395761279653 24.98362933043009 -32.155654579809024 -30.0304908009853 5.917749015496952 0.5703123215322096 30.60399311455482 0.4957182695433735
-21.070243245683407 33.31126508654336 2.527337190124233 21.80304774535154 -32.83630066119128 -30.631906336380144 0.3169107526141266 0.6993641282540678 30.631409211169615 0.36178441613999723
-24.098531863697826 29.41912752375811 3.8164201796990604 18.89123460986199 -33.0052352992666 -30.18550673302388 -5.2948368087344155 0.8044944411914606 30.645579071853174 0.22044707154751197
-26.700103000885644 25.008313508049948 5.037682626648751 16.340781124261433 -32.73056854110233 -28.708103398222107 -10.725764069877767 0.8821473482551884 30.646228928349206 0.07660337397715722
-28.77784890251315 20.109213731165173 6.159860367302584 14.226712151399884 -32.095883313951184 -26.250366833328425 -15.790409144780412 0.9296760951992868 30.63355306586547 -0.06485680132464999
-30.22824434440787 14.774209102665589 7.147491486820645 12.60213898292214 -31.19631554862893 -22.895262996763684 -20.31519448557725 0.9454225706470367 30.608177269954258 -0.19919560452088803
-30.946026537936007 9.083736007881717 7.961619791376743 11.494381691053729 -30.133868120237988 -18.75566979928725 -24.143765883924175 0.9287721881573167 30.571112575138994 -0.3219574441060278
-30.832178809450188 3.1518518666948556 8.561504996619034 10.901889346929657 -29.012173806779778 -13.971189048045705 -27.14196941698561 0.8801827817840434 30.52370412244939 -0.4290849496084128
-29.805702267617797 -2.8706008921613453 8.90768225780523 10.792493465623759 -27.931027942816975 -8.70416553349375 -29.20236606150455 0.8011857222124873 30.46757898857887 -0.5170220491241553
-27.818534911447546 -8.797923864379339 8.966473316249427 11.10376443033405 -26.981118665068166 -3.134931383358257 -30.24816186394387 0.694357159638586 30.40459550995437 -0.5828059726662778
-24.871048830379674 -14.419281304514758 8.715495478229336 11.746321952164642 -26.23944861954904 2.5436870210921025 -30.236407780893764 0.5632572523782511 30.336795090176327 -0.6241496698860152
-21.023482055048667 -19.51723205107405 8.148937631511226 12.6105908235523 -25.765910496921393 8.132528913024828 -29.16030275756416 0.41233558632149686 30.26635597260052 -0.6395151083575179
-16.398013067698667 -23.89256514756336 7.28080839564028 13.576520776774313 -25.6013199952032 13.432807924139306 -27.05042232543464 0.24680184622918466 30.195547207883376 -0.6281763507796452
-11.16848777045629 -27.389096228510443 6.1446167775519545 14.524511988758164 -25.766960681885962 18.253193512550162 -23.97469932625026 0.07246223471914685 30.12668025457029 -0.5902694550733916
-5.5396487505249326 -29.910801543545933 4.789205851691095 15.345034562664422 -26.265446341671343 22.41702458188046 -20.037009067622574 -0.10447585769779164 30.062055476692244 -0.5268244459968336
0.277835107863226 -31.426521208164893 3.2720482352754754 15.944894209521209 -27.082536370169915 25.769353063698993 -15.374262196717014 -0.2776259560813893 30.00390132784228 -0.43977326439756226
6.089238621961488 -31.962723059023613 1.6521625183400173 16.249554042955403 -28.189474733455018 28.18346620254679 -10.151985498124745 -0.4406636906578289 29.95430521893528 -0.3319270930474172
11.729918297535296 -31.58892424404184 -0.015522147564480799 16.202381497040644 -29.545455690969174 29.56651109656276 -4.55846986932662 -0.5875767676989795 29.915136825588842 -0.20691708248949503
17.070988089960977 -30.401292242703096 -1.6835533828079994 15.76234647267706 -31.099929872414734 29.863853477730633 1.2023229224917327 -0.7129113004223759 29.887966657412175 -0.06909439001221007
22.01850940737569 -28.508369206058447 -3.313244494840728 14.90151519200466 -32.794614135465714 29.06185075243861 6.9187907345042925 -0.8120008746060604 29.87398475370842 0.07661148788365946
26.508981918523673 -26.020611110368957 -4.874488818852624 13.603116436261077 -34.565207190688085 27.18880701196097 12.380258349080371 -0.8811647600628837 29.873926015358474 0.2248731920889515
30.50346197638833 -23.043763425327423 -6.344768781815262 11.86042248982702 -36.34290307212994 24.31399804673644 17.38561610425395 -0.9178631143183225 29.888009583191696 0.37017765496985255
33.98176827600364 -19.675297319359366 -7.707863753546976 9.676356183265623 -38.05582781629871 20.544793776333147 21.751542589157076 -0.9207997885556705 29.915899578568187 0.5070588969688838
36.93747724413953 -16.00296277491374 -8.952560076024573 7.063594399202778 -39.630514466760985 16.02204604200569 25.319850747181626 -0.8899671316240945 29.956693340135736 0.6303374943403295
39.373919620892615 -12.104652279999879 -10.071510282428513 4.044914164627583 -40.99349732009961 10.914032722587839 27.963568769686947 -0.8266315042950627 30.00894111955307 0.7353512697520994
41.30113316848251 -8.04899090429174 -11.060290789358385 0.6535567432172629 -42.07306405720283 5.4093390279843465 29.591474068989353 -0.733262486204578 30.0706983167422 0.8181619881306155
42.73362284370719 -3.8962714616423666 -11.916655813179588 -3.066568815945796 -42.80116363310804 -0.29089584547837266 30.15092457797881 -0.6134124391915864 30.139608150766357 0.8757247387971707
43.68875866840048 0.3004946764583862 -12.63996298074367 -7.060974662343149 -43.11543305887192 -5.980935581757374 29.628959057980722 -0.4715557792528886 30.213009636028605 0.9060099479983119
44.18565747463265 4.494538549839032 -13.230739830942001 -11.265065637900982 -42.96127907098823 -11.458212150253711 28.051751230780415 -0.31289880353761085 30.288063289838576 0.9080721031642067
44.2444229131729 8.644370084413028 -13.690361752762868 -15.605046158520508 -42.293931331414896 -16.530569444650173 25.482590103823533 -0.14317122905421908 30.361885451570977 0.882063710607035
43.88564691309925 12.712916279968168 -14.020816216666821 -19.999282223627027 -41.080371905113196 -21.022735143138934 22.018615316888617 0.031590089296962276 30.431681605984096 0.82919720434891
43.13010062462613 16.66676650879741 -14.224533106894935 -24.360108234676026 -39.30104085827773 -24.781854052195037 17.786561786208246 0.2052561893461788 30.494869669054633 0.7516610314967647
41.99856267859423 20.47551965544268 -14.304265539107286 -28.59604090743223 -36.95121942032077 -27.68199215461243 12.937766794669052 0.37181248248871074 30.549185664667647 0.6524986643127271
40.511747724077594 24.111223070882026 -14.263009406067097 -32.61433788353084 -34.04199973638483 -29.627582333796408 7.642672024012461 0.5255512340513555 30.592766341983484 0.5354606963263269
38.69030950661416 27.54789186864372 -14.10395300106565 -36.323817074102095 -30.6007632141954 -30.555826971514737 2.0850207937834195 0.6612462745378733 30.624205749844634 0.40484048073238377
36.5549011145968 30.761097419698515 -13.830450517792361 -39.63783487796663 -26.6711071414215 -30.43809909107159 -3.5440855375722613 0.7743075299616634 30.642585283312837 0.2653030916167576
34.12628122436299 33.72761513714811 -13.44601514694033 -42.4773078403874 -22.312180791595793 -29.280394515372127 -9.052142225912023 0.8609139111065611 30.647478967827116 0.12171594212813552
31.425459833345634 36.42512331715158 -12.954329012873947 -44.77365363844721 -17.597416693119555 -27.122886161555012 -14.251104539033156 0.9181236355509453 30.63893752706439 -0.02101256218436731
28.473880557259676 38.83194670301714 -12.359268431327628 -46.47152395237798 -12.612669038653724 -24.038622386370502 -18.963075495042006 0.9439612123897866 30.61745594430685 -0.15808214195417492
25.29363943232709 40.926840502540024 -11.664944015855617 -47.531204082231085 -7.453798209384345 -20.131398763571823 -23.025740560368703 0.9374801752155323 30.583929706695162 -0.2849354791502581
21.90774256046652 42.68881285471784 -10.875756094091864 -47.93056214861477 -2.2237668849446592 -15.532821277384244 -26.297468125585038 0.8988003081107004 30.539604727956974 -0.3973785493326325
18.340407037827116 44.09698633057421 -9.996466777631104 -47.66644418368125 2.970661986161778 -10.398572833123758 -28.66198125952847 0.8291176953237367 30.48602515968852 -0.4916875534109142
14.617411515353014 45.13050215808781 -9.032290911189044 -46.75542992989357 8.022513105078449 -4.903897925718814 -30.032485905914744 0.7306855747830958 30.424982065963455 -0.5647042063233716
10.766504474225446 45.76847476081955 -7.989009043013701 -45.23388702488785 12.828342260205543 0.7616647448927372 -30.355117014778237 0.606763833211596 30.35846443920207 -0.6139210520866312
6.817879772155509 45.990009273283604 -6.87310652470705 -43.157287528318804 17.291991520420602 6.400243076624143 -29.611541925468657 0.4615351892407069 30.28861249501642 -0.6375576604501241
2.8047299796484975 45.774301449857006 -5.691943846845617 -40.598779290609386 21.328204415597355 11.812184119167775 -27.820545441446374 0.2999867965966416 30.217671828205074 -0.6346271406134996
-1.2361120316972811 45.10084847358716 -4.453964269737316 -37.64703413215692 24.865947137492842 16.803041371185987 -25.03841979276446 0.12775724910711472 30.147946056126543 -0.6049906093245685
-5.2634348025328554 43.94981140373975 -3.168945531566689 -34.403423694047824 27.85128554434491 21.19077668978802 -21.358001136578434 -0.04904919655706295 30.0817451948148 -0.5493953956721338
-9.230810463081944 42.302586275438486 -1.8483025333434155 -30.97860051986587 30.249677307813148 24.812893119690912 -16.906237040278047 -0.22407701962437176 30.02132731591883 -0.46949123712794005
-13.085666474183135 40.14266196540302 -0.5054467055865346 -27.48858476252724 32.0475534868971 27.533160721815545 -11.840238351261638 -0.3909556267523132 29.968832034795728 -0.3678179144829201
-16.768298700418637 37.45686900792901 0.8437959996644537 -24.050474278579113 33.25308352858452 29.247563647912646 -6.341861672819293 -0.5435478190549157 29.926205987057934 -0.24775801915103024
-20.210897716982718 34.2371529296918 2.180714995875503 -20.777906493650843 33.896041494524745 29.889093716053672 -0.6109780858265813 -0.6761986979437116 29.895122452960063 -0.11345003711957796
-23.336727373394783 30.483032609658984 3.4832158298880755 -17.776403862229625 34.026718726738764 29.431051028004852 5.142302244834422 -0.783971641604245 29.876899378177793 0.03034034433255517
-26.05970041440967 26.204914644197046 4.725344241675781 -15.138732459960755 33.71385941573831 27.88858782925987 10.706076718991682 -0.8628576044776355 29.872421849453293 0.1783891016372401
-28.284750327391894 21.428399960572758 5.8769341816180996 -12.940400454163614 33.041632254461234 25.318343076266572 15.875318928946887 -0.9099449844288083 29.88207625078953 0.32521710489323574
-29.909598541959323 16.19958786833635 6.903552134776196 -11.235431654382165 32.105697431839616 21.816150358523107 20.46028371627483 -0.9235396713975926 29.905703561962447 0.4653178270553404
-30.828721369472888 10.591079500167245 7.767001680894492 -10.052589989444117 31.008490139953366 17.512944047778237 24.294174453793083 -0.9032284021103569 29.94257841920532 0.5933963445150585
-30.940414134892897 4.707827051131936 8.426738327158589 -9.392332034624449 29.85392706719532 12.569118956968762 27.239656940730967 -0.8498827556721167 29.991418675161526 0.7046044665744624
-30.157598120648856 -1.308841599439939 8.842559087410269 -9.22494688812458 28.7418535527942 7.1677004332022785 29.193901780468128 -0.7656054719948328 30.05042749691021 0.7947565166081292
-28.422102828835378 -7.281554711392299 8.97875962786134 -9.490575858551157 27.7626716672041 1.5067430624004463 30.091958973021942 -0.65362469289941 30.117366902360626 0.8605116842440326
-25.720405683709547 -13.004413450436555 8.809478282059146 -10.101946337379513 26.992678968957456 -4.208607234586597 29.908397273934604 -0.5181447577473095 30.18965851023319 0.8995117486826207
-22.09665100475698 -18.259346501966924 8.324197411677483 -10.950435621206182 26.49063381670469 -9.773977746098494 28.65725995968152 -0.36416406300163223 30.264504611991757 0.910466896006703
-17.657573858069092 -22.83982537537021 7.531693557280923 -11.91526752535765 26.295892027648108 -14.993207241489568 26.390485096041985 -0.19727116414814203 30.3390208214023 0.89318676053046
-12.56543157534487 -26.576446161051642 6.460725728520572 -12.8743934476915 26.428158365273745 -19.685081873064124 23.195004861964392 -0.023429895090164608 30.410370730513 0.8485581468277541
-7.019441287137353 -29.356686857595218 5.156785456572222 -13.714646812492251 26.888586464280124 -23.689176198416387 19.18877335742939 0.1512369287727107 30.4758932459483 0.7784746521064179
-1.2311301910474244 -31.1329746587493 3.675843415266612 -14.33889951666009 27.66177422546789 -26.870685981606826 14.51597886508781 0.3206573473901963 30.53321448889639 0.68572626378546
4.598942981324139 -31.918177216385693 2.0771505880460843 -14.66923539088031 28.718179719630875 -29.12420616277766 9.34168116639433 0.4790076102908939 30.58033809064834 0.5738587702432962
10.297535238533738 -31.77234422557822 0.41710663553938726 -14.646715350148547 30.016575737901896 -30.376457267463042 3.846085065646648 0.6208927807749296 30.615710108032452 0.4470134618979369
15.726448339233242 -30.786296170232962 -1.2547208052642773 -14.22920067320484 31.506301868825222 -30.587995440530324 -1.7813744951130146 0.7415077937612131 30.63825730410792 0.3097572097961301
20.783112035770195 -29.06654941977223 -2.897372094139116 -13.388691733272388 33.1292163314323 -29.753956680289924 -7.347995762323132 0.8367772540233511 30.647399894839495 0.16691177753600694
25.396763111725743 -26.723822433522283 -4.478618635516609 -12.109114175630443 34.82136723181742 -27.903887874509802 -12.66371193307868 0.9034729244867152 30.64304181006413 0.02338939666130635
29.52273643822376 -23.86548515082647 -5.974120550498939 -10.384909803949684 36.514476535327375 -25.100710014981438 -17.546842468346075 0.9393081221458167 30.62554288540391 -0.11596050805676583
33.13655300460479 -20.591304057526745 -7.366174290961815 -8.220400674692538 38.13735649680002 -21.43884698943817 -21.829615565896813 0.9430081789650661 30.595678098503935 -0.24649073839192326
36.22867706148409 -16.991540142782473 -8.642402430237674 -5.629712072523043 39.61736765649101 -17.041541129188964 -25.363382914129623 0.9143558334916105 30.554588974880392 -0.3638811381746052
38.80025368873098 -13.146543114487342 -9.794566827010462 -2.6369948124076856 40.88199531004195 -12.057368514406098 -28.023437304018934 0.854210013633342 30.503731676178926 -0.4642495580501773
40.859829019495734 -9.127199996075511 -10.817574258134654 0.7232901865976942 41.86058120208985 -6.655966785171648 -29.713325202167965 0.7644960852444196 30.444825171120854 -0.5442505994339886
42.42092042236562 -4.99580934688807 -11.708681948521612 4.406215870588526 42.48620790577696 -1.0229991216803465 -30.368523295118727 0.6481654177413744 30.37980145220806 -0.6011639157041421
